zone_id,zone_name,school_type,shade_score,lat,lon,area_m2
28,Schiff,General,0.5114234438413612,37.42615541132823,-122.18051366723923,1.088725000006438e-07
29,Potter House,Residential,0.5892414568862042,37.42565875961837,-122.17976649867687,8.737914999963466e-08
30,Adams,General,0.4646450412719998,37.4259793036318,-122.17982711774881,1.0253900000023126e-07
31,Robinson House,Residential,0.5907544851901438,37.42590409095805,-122.18067290984499,6.869649999785716e-08
32,Cantor Arts Center,Arts,0.5470524123687291,37.43297056104214,-122.17086360503501,4.3333979499973455e-07
33,Braun Music Center,General,0.466505159298528,37.423757360524384,-122.16945157145634,2.7575303999755904e-07
34,Lyman Commons,General,0.5548885537253333,37.42520003225471,-122.1814863390194,5.460699999961778e-08
35,Schwab Residential Center,General,0.5565632033074559,37.4264432904573,-122.16180576636197,5.579007100003644e-07
36,Stanford Stadium,General,0.5408397348116462,37.43451978771052,-122.1610899770031,2.290303089999374e-06
37,Stock Farm Garage,Transit,0.31546137691733706,37.431713624932584,-122.18209236462124,1.1613319299986934e-06
38,Fire Truck House,General,0.4697672114006384,37.42508385,-122.17169299999999,1.2334969999849789e-08
